idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
248,1,4,1.25,-0.3488,-0.3384,0.0104,116,111,112,108
249,1,2,1.75,-0.347664,-0.242991,0.104673,93,65,93,65
246,1,6,1.25,-0.35942,-0.333696,0.025725,248,246,248,237
247,1,6,1.25,-0.323105,-0.310469,0.012635,243,236,232,224
234,1,6,1.25,-0.337201,-0.280546,0.056655,275,258,259,228
235,1,2,1.75,-0.385882,-0.341176,0.044706,164,145,164,145
224,1,2,1.75,-0.397279,-0.37551,0.021769,146,138,146,138
225,1,3,1.75,-0.39095,-0.3181,0.072851,216,202,216,187
252,1,2,1.75,-0.22069,-0.22069,0.0,16,16,16,16
253,1,2,1.75,-0.391367,-0.227338,0.164029,136,79,136,79
242,1,3,1.25,-0.392053,-0.339073,0.05298,148,128,148,128
243,1,4,1.75,-0.368807,-0.304587,0.06422,201,166,201,166
222,1,6,1.75,-0.387583,-0.338803,0.04878,437,382,437,382
223,1,6,1.25,-0.364179,-0.298209,0.06597,305,283,305,264
254,1,2,1.75,-0.342342,-0.313514,0.028829,95,87,95,87
255,1,2,1.75,-0.389474,-0.361404,0.02807,111,103,111,103
216,1,4,1.75,-0.395987,-0.329097,0.06689,296,246,296,246
217,1,6,1.75,-0.375829,-0.333649,0.04218,400,352,398,352
236,1,4,1.75,-0.374834,-0.314901,0.059934,283,257,283,246
237,1,4,1.75,-0.389823,-0.30177,0.088053,222,181,221,175
244,1,6,1.75,-0.366097,-0.232764,0.133333,323,206,322,205
245,1,4,1.25,-0.344444,-0.315278,0.029167,124,124,124,118
240,1,6,1.25,-0.366667,-0.320192,0.046474,286,262,286,255
241,1,3,1.75,-0.378855,-0.348899,0.029956,215,198,215,198
232,1,4,1.75,-0.393197,-0.338776,0.054422,289,249,289,249
233,1,4,1.75,-0.397428,-0.356592,0.040836,309,279,309,278
260,1,4,1.25,-0.328571,-0.241837,0.086735,161,164,161,138
261,1,4,1.75,-0.377099,-0.276718,0.100382,247,183,247,182
274,1,4,1.25,-0.318182,-0.318182,0.0,105,105,105,105
275,1,4,1.25,-0.342604,-0.30355,0.039053,150,144,147,135
264,1,2,1.75,-0.354386,-0.298246,0.05614,101,85,101,85
265,1,6,1.25,-0.364314,-0.33451,0.029804,234,215,233,214
256,1,4,1.75,-0.393182,-0.312727,0.080455,218,172,217,172
257,1,2,1.75,-0.4,-0.337415,0.062585,147,124,147,124
262,1,2,1.75,-0.3904,-0.288,0.1024,122,90,122,90
263,1,6,1.25,-0.323629,-0.305063,0.018565,211,200,200,189
282,1,3,1.25,-0.359732,-0.359732,0.0,134,134,134,134
283,1,2,1.75,-0.378022,-0.351648,0.026374,86,80,86,80
280,1,6,1.75,-0.379251,-0.312392,0.066859,329,271,329,271
281,1,3,1.25,-0.148,-0.148,0.0,79,79,55,55
258,1,2,1.25,-0.388571,-0.388571,0.0,68,68,68,68
259,1,6,1.75,-0.367,-0.27575,0.09125,381,295,373,284
238,1,2,1.75,-0.395,-0.3475,0.0475,158,139,158,139
239,1,6,1.75,-0.376629,-0.341573,0.035056,426,394,422,386
278,1,3,1.25,-0.335829,-0.312299,0.023529,157,153,157,149
279,1,2,1.75,-0.388372,-0.348837,0.039535,167,150,167,150
276,1,2,1.75,-0.35,-0.327778,0.022222,126,118,126,118
277,1,4,1.25,-0.358696,-0.326087,0.032609,165,150,165,150
292,1,4,1.25,-0.286667,-0.26,0.026667,157,145,141,129
293,1,2,1.75,-0.389041,-0.312329,0.076712,142,114,142,114
270,1,4,1.75,-0.396166,-0.368051,0.028115,310,288,310,288
271,1,3,1.25,-0.374118,-0.345882,0.028235,159,147,159,147
272,1,4,1.75,-0.392366,-0.312977,0.079389,257,205,257,205
273,1,6,1.25,-0.346531,-0.285306,0.061224,214,194,213,183
296,1,4,1.25,-0.319231,-0.319231,0.0,83,83,83,83
297,1,2,1.25,-0.393043,-0.365217,0.027826,113,105,113,105
286,1,3,1.75,-0.289032,-0.289032,0.0,112,112,112,112
287,1,6,1.75,-0.373171,-0.233232,0.139939,306,242,306,213
266,1,2,1.25,-0.314286,-0.314286,0.0,44,44,44,44
267,1,6,1.75,-0.374707,-0.328103,0.046604,400,352,400,351
