,id,Speed,Flow,Density
248,E37_0,14.26,720.07296,14.026666666666666
249,-E38_1,15.97,719.7998400000001,12.520000000000001
250,E101_0,13.31,720.01776,15.026666666666666
251,E102_1,13.3,719.4768,15.026666666666666
252,E103_0,11.47,720.1324800000001,17.44
253,E108_1,6.54,3441.81888,146.18666666666667
254,E109_1,11.77,720.3240000000001,17.0
255,E112_0,10.53,2013.67296,53.120000000000005
256,E112_1,10.09,1242.7651200000003,34.21333333333334
257,E114_0,12.35,720.252,16.2
258,E118_0,10.12,719.8963199999998,19.759999999999998
259,E120_0,12.14,720.24192,16.48
260,E9_0,15.54,654.9177599999999,11.706666666666667
261,E21_1,13.77,719.7854400000001,14.520000000000001
262,E23_1,16.29,720.14832,12.280000000000001
263,E29_0,12.96,719.74656,15.426666666666668
264,E101_0,12.62,719.64288,15.840000000000002
265,E101_1,12.5,1440.6000000000001,32.013333333333335
266,E102_0,13.09,720.0547200000001,15.280000000000001
267,E102_1,10.47,1353.3940800000003,35.906666666666666
268,E104_0,1.39,956.8982399999999,191.22666666666663
269,E104_1,1.72,988.6560000000001,159.66666666666666
270,E106_1,13.4,720.3840000000001,14.933333333333334
271,E109_0,11.86,720.1392000000001,16.866666666666667
272,E110_0,10.1,251.61120000000005,6.920000000000001
273,E111_0,0.6,560.7936,259.62666666666667
274,E112_0,6.49,365.72448,15.653333333333334
275,E112_1,6.92,373.01568000000003,14.973333333333334
276,E113_0,14.33,720.16848,13.96
277,E115_0,0.4,323.7312000000001,224.81333333333336
278,E115_1,0.46,368.0294400000001,222.24000000000004
279,E116_1,13.4,719.7407999999999,14.919999999999998
280,E117_0,13.31,720.01776,15.026666666666666
281,E117_1,13.92,720.27648,14.373333333333333
282,E118_0,7.3,719.7215999999999,27.386666666666663
283,E118_1,7.31,4340.3856,164.93333333333334
284,E119_0,11.8,1024.6176000000003,24.12
285,E119_1,13.13,719.7340800000001,15.226666666666667
286,E1_0,13.69,1497.57648,30.386666666666663
287,E1_1,14.39,720.42096,13.906666666666666
288,E2_0,13.75,1049.4,21.2
289,E5_0,14.79,719.85888,13.520000000000001
290,E5_1,13.92,720.27648,14.373333333333333
291,E17_1,14.26,720.07296,14.026666666666666
292,E21_0,12.45,180.47519999999997,4.026666666666666
293,E21_1,11.8,1439.7888000000005,33.89333333333334
294,E22_0,13.95,719.8199999999999,14.333333333333334
295,E25_0,14.98,719.75904,13.346666666666666
296,E30_0,13.75,720.06,14.546666666666665
297,E30_1,13.87,719.6865600000001,14.413333333333334
298,-E18_0,14.18,1440.2342399999998,28.21333333333333
299,-E24_0,14.41,720.03888,13.879999999999999
300,E101_0,12.4,720.192,16.133333333333333
301,E102_1,11.22,760.9852800000001,18.84
302,E103_0,13.22,720.2256,15.133333333333333
303,E103_1,15.69,719.9827200000001,12.746666666666668
304,E104_0,13.7,720.072,14.6
305,E104_1,14.61,720.2145599999999,13.693333333333332
306,E109_0,10.0,719.5200000000001,19.986666666666668
307,E110_0,7.65,719.7120000000001,26.133333333333333
308,E111_0,1.17,204.75936000000002,48.61333333333334
309,E111_1,15.69,719.9827200000001,12.746666666666668
310,E113_0,10.05,1439.9640000000002,39.8
311,E113_1,10.14,719.8588799999999,19.719999999999995
312,E115_0,8.92,4294.016640000001,133.72
313,E115_1,8.33,4087.1644800000004,136.29333333333335
314,E119_0,13.46,372.14207999999996,7.679999999999999
315,E2_0,11.52,3600.87552,86.82666666666667
