time,link_id,demand
0,E101,600
0,E102,600
0,E103,600
0,E104,600
0,E105,600
0,E106,600
0,E107,600
0,E108,600
0,E109,600
0,E110,600
0,E111,600
0,E112,600
0,E113,600
0,E114,600
0,E115,600
0,E116,600
0,E117,600
0,E118,600
0,E119,600
0,E120,600

